T(K),log10(rho),log10(con),Z,Znuc
16000,-1.19491,3.90228,1.47777,74
18000,-1.34525,3.9434,1.63798,74
18000,-1.49526,3.92572,1.69366,74
6000,1.11327,5.64719,4.71164,74
10000,0.961196,5.50297,3.91174,74
12000,0.808891,5.36553,3.25333,74
12000,0.655956,5.20978,2.70145,74
12000,0.500974,5.03505,2.2604,74
12000,0.346601,4.89073,1.92112,74
12000,0.192456,4.6963,1.6656,74
12000,0.0373388,4.50147,1.47772,74
12000,-0.115675,4.22868,1.34771,74
12000,-0.268572,3.71433,1.26161,74
12000,-0.419588,3.25358,1.21031,74
6000,1.11675,5.72753,4.73312,74
10000,0.923766,5.5574,3.72876,74
12000,0.646699,5.25092,2.67195,74
12000,0.494757,5.099,2.24492,74
12000,0.343651,4.94492,1.9155,74
12000,0.188861,4.75183,1.66051,74
12000,0.0362935,4.53596,1.47666,74
12000,-0.115992,4.23099,1.34749,74
12000,-0.267108,3.65466,1.26226,74
10000,-0.635937,3.16017,1.07436,74
6000,1.11249,5.75231,4.70687,74
10000,0.962477,5.63133,3.91817,74
12000,0.8071,5.47967,3.24613,74
12000,-0.156611,3.67367,1.32078,74
12000,-0.3096,3.49872,1.2447,74
12000,-0.462181,3.35064,1.20081,74
12000,-0.874714,3.78283,1.18855,74
16000,-1.03175,4.1177,1.43474,74
18000,-1.1821,4.29695,1.58319,74
8000,1.06132,5.68667,4.42508,74
14000,0.888615,5.51136,3.62147,74
16000,0.690657,5.2655,2.88718,74
16000,0.53436,5.07593,2.43154,74
16000,0.375117,4.86614,2.07765,74
16000,0.22114,4.61009,1.82377,74
16000,-0.228332,3.98597,1.44196,74
16000,-0.379136,3.9145,1.39628,74
16000,-0.530428,3.89691,1.3773,74
16000,-0.680873,3.92947,1.37865,74
18000,-0.831444,4.03838,1.49351,74
20000,-0.981549,4.0613,1.62511,74
8000,1.06688,5.72065,4.45707,74
14000,0.889355,5.53508,3.62478,74
16000,0.727939,5.32424,3.01385,74
16000,0.574967,5.13581,2.53883,74
16000,0.421905,4.9184,2.17121,74
16000,0.267409,4.67318,1.8919,74
16000,0.115071,4.40071,1.69122,74
16000,-0.0384603,4.17696,1.55004,74
16000,-0.190979,4.05246,1.45829,74
18000,-0.409414,3.98762,1.47426,74
18000,-0.559989,4.0289,1.46534,74
20000,-0.710946,4.06629,1.56599,74
22000,-0.861255,4.08906,1.68647,74
22000,-1.0114,4.11287,1.7297,74
6000,1.10758,5.66541,4.67681,74
12000,0.933777,5.49395,3.80349,74
14000,0.781171,5.32933,3.17599,74
14000,0.628989,5.15136,2.65528,74
14000,0.475397,4.98057,2.24352,74
14000,0.319778,4.81113,1.92474,74
14000,0.165063,4.62313,1.68954,74
14000,0.0114013,4.33185,1.52209,74
14000,-0.142011,3.95938,1.40794,74
14000,-0.292549,3.63124,1.33676,74
14000,-0.443047,3.3881,1.29707,74
12000,-0.612432,3.25816,1.18155,74
12000,-0.762557,3.19312,1.18035,74
12000,-0.912929,3.30878,1.19281,74
14000,-1.06308,3.57159,1.33192,74
8000,1.04954,5.71993,4.358,74
12000,0.851623,5.50586,3.43087,74
14000,0.649334,5.2896,2.71799,74
14000,0.498248,5.05168,2.29826,74
14000,0.343625,4.83683,1.96785,74
14000,0.192029,4.54389,1.72534,74
12000,-0.269525,3.67201,1.26119,74
12000,-0.420148,3.34459,1.21017,74
8000,1.02865,5.75374,4.24149,74
12000,0.850602,5.55601,3.4265,74
14000,0.700283,5.41119,2.88412,74
14000,0.54185,5.15033,2.40882,74
14000,0.387925,4.80151,2.05325,74
14000,0.232114,4.52922,1.78245,74
14000,0.0796768,4.27254,1.58921,74
14000,-0.0764969,4.00591,1.45095,74
14000,-0.227165,3.80875,1.36332,74
12000,-0.476904,3.64591,1.19797,74
12000,-0.628194,3.61627,1.18066,74
12000,-0.778351,3.81875,1.18108,74
18000,-0.92867,4.22427,1.51361,74
8000,1.04406,5.80794,4.32713,74
12000,0.89188,5.5915,3.60818,74
14000,0.738926,5.37947,3.01912,74
16000,0.586309,5.13475,2.57013,74
16000,0.435134,4.78698,2.19918,74
16000,0.277907,4.58979,1.9083,74
14000,0.127383,4.39618,1.6429,74
14000,-0.0265535,4.32871,1.48937,74
14000,-0.179096,4.26501,1.38703,74
16000,-0.403887,4.3853,1.39153,74
18000,-0.554816,4.59689,1.4653,74
24000,-0.705953,4.71513,1.73749,74
30000,-0.856642,4.80489,2.02562,74
36000,-1.00882,4.8563,2.32778,74
42000,-1.15996,4.86908,2.64171,74
8000,1.02536,5.71003,4.22338,74
12000,0.866766,5.5321,3.4964,74
14000,0.709466,5.34028,2.91549,74
16000,0.550055,5.04551,2.47213,74
16000,0.396405,4.78924,2.11921,74
16000,0.239237,4.48763,1.84963,74
14000,0.061279,4.23704,1.57003,74
14000,-0.0956903,4.04891,1.43751,74
14000,-0.246486,3.91105,1.35482,74
14000,-0.398309,3.84572,1.30604,74
16000,-0.565862,3.97169,1.376,74
18000,-0.717242,4.1231,1.47597,74
24000,-0.869602,4.24388,1.7778,74
30000,-1.02191,4.41469,2.08979,74
38000,-1.17315,4.4952,2.49214,74
8000,1.02372,5.66649,4.21444,74
12000,0.873119,5.51613,3.52431,74
14000,0.712755,5.3262,2.92683,74
16000,0.559192,5.12626,2.49626,74
16000,0.399407,4.82592,2.1252,74
16000,0.246651,4.44592,1.86052,74
14000,0.0915861,4.11066,1.60207,74
14000,-0.0646137,3.98177,1.45963,74
14000,-0.215561,3.9208,1.36871,74
14000,-0.368221,3.90913,1.31336,74
14000,-0.520468,3.89048,1.28646,74
18000,-0.685606,4.06206,1.47246,74
22000,-0.835766,4.22266,1.68009,74
28000,-0.986573,4.30499,1.99057,74
36000,-1.13847,4.36573,2.39282,74
10000,0.975221,5.68914,3.98268,74
14000,0.795676,5.49614,3.23216,74
16000,0.634283,5.23104,2.70925,74
16000,0.481764,5.00466,2.30329,74
16000,0.330578,4.65637,1.99602,74
16000,0.179563,4.32292,1.76805,74
16000,-0.344122,4.01191,1.40424,74
16000,-0.497122,4.0133,1.37952,74
20000,-0.649674,4.2078,1.55812,74
24000,-0.799889,4.28666,1.75895,74
30000,-0.950472,4.35991,2.06075,74
38000,-1.10188,4.39287,2.45351,74
6000,1.10941,5.73457,4.68802,74
10000,0.9579,5.59896,3.89526,74
12000,0.807313,5.43805,3.24698,74
14000,0.655573,5.26411,2.73763,74
14000,0.502347,5.06284,2.3083,74
14000,0.352208,4.80072,1.98385,74
14000,0.198115,4.46294,1.7337,74
14000,0.0433583,4.03731,1.55214,74
14000,-0.110116,3.758,1.42788,74
12000,-0.403722,3.44685,1.21436,74
12000,-0.55583,3.40175,1.18641,74
12000,-0.816474,3.53643,1.18344,74
12000,-0.966616,3.73791,1.19991,74
16000,-1.11685,3.84862,1.45615,74
6000,1.11128,5.79018,4.69944,74
10000,0.957847,5.6606,3.895,74
14000,0.755879,5.42672,3.08089,74
14000,0.60218,5.18053,2.57569,74
14000,0.450828,4.83156,2.18705,74
14000,0.300717,4.49642,1.89168,74
14000,0.150388,4.28585,1.67092,74
14000,-0.0035321,4.08881,1.50884,74
14000,-0.153558,3.97594,1.40118,74
14000,-0.304886,3.89559,1.33243,74
12000,-0.699252,4.12235,1.17897,74
14000,-0.849981,4.19731,1.29482,74
16000,-1.00126,4.28156,1.42768,74
18000,-1.15175,4.28756,1.57376,74
6000,1.10597,5.77315,4.66697,74
10000,0.951588,5.67694,3.8639,74
14000,0.762047,5.45934,3.10375,74
14000,0.607959,5.22227,2.59256,74
14000,0.251891,4.52162,1.81241,74
14000,0.0949949,4.28863,1.60582,74
14000,-0.057144,4.17336,1.46524,74
14000,-0.212009,4.10054,1.3704,74
14000,-0.36231,4.07298,1.31493,74
14000,-0.516056,4.07346,1.28691,74
14000,-0.66912,4.12901,1.28096,74
16000,-0.821138,4.16652,1.39371,74
18000,-0.972284,4.20145,1.52396,74
20000,-1.12332,4.17981,1.66812,74
20000,-1.27352,4.15582,1.72033,74
6000,1.10943,5.73388,4.6881,74
10000,0.955789,5.59991,3.88474,74
14000,0.767829,5.40095,3.12538,74
14000,0.61318,5.18414,2.60793,74
14000,0.454816,4.90572,2.19606,74
14000,0.299183,4.56614,1.88907,74
14000,0.144294,4.21307,1.66335,74
14000,-0.00655935,4.0159,1.50621,74
14000,-0.159793,3.81077,1.39762,74
14000,-0.312757,3.68485,1.32978,74
12000,-0.641627,3.718,1.18006,74
14000,-0.792877,3.87944,1.2884,74
16000,-0.943286,4.03711,1.41522,74
18000,-1.09453,4.10469,1.55673,74
20000,-1.24458,4.24898,1.7098,74
6000,1.10084,5.74969,4.6358,74
10000,0.948987,5.61727,3.85105,74
14000,0.756298,5.44226,3.08244,74
14000,0.601973,5.1898,2.57509,74
14000,0.234112,4.43686,1.78542,74
14000,0.0766186,4.20871,1.58596,74
14000,-0.0739406,4.0677,1.4528,74
14000,-0.226009,3.98972,1.36385,74
14000,-0.377848,3.94557,1.3109,74
14000,-0.527917,3.9735,1.28575,74
16000,-0.711594,4.08536,1.38093,74
18000,-0.863723,4.15214,1.4997,74
20000,-1.01484,4.15788,1.63459,74
22000,-1.1659,4.12011,1.78262,74
24000,-1.31596,4.18276,1.94141,74
10000,0.980451,5.72295,4.00947,74
14000,0.823543,5.48327,3.34348,74
16000,0.670275,5.30705,2.82099,74
16000,0.517778,5.1151,2.38982,74
16000,0.364859,4.87205,2.05823,74
16000,0.211289,4.51681,1.81011,74
16000,-0.0699888,4.30201,1.52748,74
16000,-0.224302,4.21213,1.44362,74
18000,-0.379854,4.25833,1.4787,74
22000,-0.533177,4.33778,1.63276,74
26000,-0.683505,4.39547,1.81477,74
32000,-0.834667,4.4325,2.09704,74
40000,-0.987711,4.44031,2.47068,74
10000,0.980739,5.75452,4.01096,74
14000,0.809932,5.56013,3.28854,74
16000,0.6505,5.29953,2.7588,74
16000,0.494786,5.01478,2.33395,74
16000,0.340525,4.79399,2.01365,74
16000,0.188383,4.43846,1.77945,74
16000,-0.142324,4.30627,1.48298,74
18000,-0.304658,4.39048,1.49466,74
20000,-0.459633,4.39217,1.55145,74
24000,-0.612646,4.45843,1.72141,74
30000,-0.763186,4.48559,1.99456,74
36000,-0.914103,4.49382,2.28395,74
6000,1.10874,5.91607,4.6839,74
10000,0.958288,5.71898,3.8972,74
14000,0.758113,5.41785,3.08914,74
14000,0.602062,5.04096,2.57535,74
14000,0.446139,4.61424,2.17655,74
14000,0.294587,4.31161,1.8813,74
6000,1.11171,5.67293,4.70207,74
10000,0.95201,5.54133,3.86599,74
12000,0.801588,5.34574,3.22406,74
6000,1.10772,5.75891,4.67768,74
10000,0.944952,5.58137,3.83121,74
12000,0.792343,5.43227,3.18745,74
14000,0.601712,5.19233,2.57433,74
14000,0.448981,4.95858,2.18291,74
14000,0.297909,4.68849,1.88691,74
12000,-0.105761,3.66106,1.35469,74
12000,-0.258289,3.6248,1.26623,74
12000,-0.409258,3.42651,1.21291,74
6000,1.1098,5.72202,4.69041,74
10000,0.94781,5.57856,3.84525,74
12000,0.793848,5.40625,3.19338,74
14000,0.602422,5.12166,2.5764,74
14000,0.451407,4.82012,2.18836,74
12000,0.0750613,3.68449,1.51775,74
12000,0.973224,5.59294,3.99781,74
16000,0.812492,5.41861,3.32939,74
18000,0.654676,5.15586,2.80831,74
20000,0.496728,4.94865,2.42473,74
24000,0.327175,4.78089,2.18968,74
24000,0.166128,4.69498,1.97908,74
26000,0.00426549,4.65326,1.90004,74
26000,-0.149458,4.60053,1.82559,74
28000,-0.304755,4.57785,1.85909,74
30000,-0.464972,4.53216,1.93034,74
32000,-0.62113,4.51465,2.03051,74
36000,-0.775493,4.52709,2.22648,74
40000,-0.926979,4.51284,2.4402,74
6000,1.11247,5.80839,4.70674,74
10000,0.95532,5.66017,3.88241,74
12000,0.803135,5.47258,3.23024,74
14000,0.650785,5.22761,2.72254,74
14000,0.499717,4.90004,2.30185,74
14000,0.344928,4.44691,1.97026,74
12000,0.0288314,3.83391,1.46916,74
12000,-0.122813,3.63417,1.3428,74
12000,-0.273648,3.48629,1.25939,74
