Gaussian,,MQ,,IMQ,,C0 Matern,,C2 Matern,,C4 Matern,
0.8059423,1.831943023,1.759444718,0.000565001,1.093901441,0.000196899,,,,,18.60650351,0.252843926
0.811232096,17.72509813,2.120128799,0.001110288,1.318414209,0.000306801,,,,,22.42695355,0.361924444
0.857172625,0.159786404,2.598731064,0.002030284,1.588455555,0.000713937,,,,,27.03194188,0.516069756
0.935522163,0.009513776,3.13186261,0.003448069,1.913820291,0.001648589,,,,,32.5821595,0.744429528
1.025003377,0.004485812,3.774462891,0.005685311,2.321534835,0.003870499,,,,,39.27182092,1.077987366
1.109579947,0.004887629,4.549281679,0.008534472,2.778273738,0.008296484,,,,,47.33813588,1.445126342
1.211324723,0.003553498,5.483495692,0.011921595,3.347695723,0.016999058,,,,,57.06562078,1.77286367
1.376081506,0.014785278,6.609605843,0.016503801,4.034253878,0.030786403,,,,,68.79360511,2.116998679
1.417342862,0.038344972,7.967473489,0.021260275,4.821331985,0.045134506,,,,,82.93548776,2.40431949
1.618416861,0.0052309,9.60448079,0.02679555,6.712500213,0.100202216,,,,,93.41600169,2.518204159
1.796301909,0.002776735,11.57844693,0.031751052,8.091200791,0.134847957,,,,,,
2.012356668,0.004219188,13.95792751,0.038207899,9.450066875,0.17712648,,,,,,
2.084401774,0.001096609,16.82811455,0.040901855,13.7010985,0.234074763,,,,,,
2.310197635,0.000425818,20.28784851,0.045448914,16.51647391,0.288269711,,,,,,
2.784324965,0.000668631,24.45703069,0.055114814,19.91076583,0.346891815,,,,,,
3.270002613,0.00162727,29.48675163,0.05765126,24.12033874,0.401421708,,,,,,
3.711819972,0.004159945,35.55323103,0.055827905,28.93702116,0.470447201,,,,,,
4.395069905,0.014782789,42.86537418,0.05772542,34.88478309,0.548917093,,,,,,
5.074232688,0.039825231,51.68150214,0.059534166,42.05645882,0.61624535,,,,,,
6.164517948,0.116915797,62.3118825,0.060226963,50.70182466,0.702587051,,,,,,
7.427968702,0.239554301,75.12699269,0.062675561,61.12315935,0.819777526,,,,,,
8.695131044,0.380113269,91.65876978,0.058647668,73.69093129,0.892367479,,,,,,
11.16047605,0.770721832,1.210818007,0.000216874,88.09010041,0.977774677,,,,,,
13.45141515,1.164425223,1.506863905,0.000239503,,,,,,,,
16.21370148,1.628649439,,,,,,,,,,
19.54551031,1.990316945,,,,,,,,,,
23.56331852,2.277947043,,,,,,,,,,
28.40788602,2.518204159,,,,,,,,,,
34.24905672,2.730635718,,,,,,,,,,
41.2910017,2.983914604,,,,,,,,,,
47.30849332,2.983914604,,,,,,,,,,
